row,quality_of_class,difficulty_of_class,thumbs_up,thumbs_down,comment
15,5.0,4.0,0,0,Professor Ryan is one of my favorite professors of all time! He is an amazing teacher and you will learn so much from his class. He loves what he teaches and really wants his students to succeed. The class is so interesting -- one of my favorite I've taken at Carolina.
16,4.0,2.0,0,0,"Professor Ryan is a fun guy in class. He keeps you engaged but has a problem ending class on time because he's a talker. Midterm and final are only 5 questions, but he does let you use the readings. Research project at the end of the semester is fun but takes time"
17,5.0,3.0,0,0,"Professor Ryan is a great professor, who manages to make class exciting even when the subject material isn't always exciting. He is super passionate, and will go out of his way to make sure that you understand the material. Great professor, and if you are a Political Science major his class is a must take."
18,4.5,2.0,0,0,"Professor Ryan is a really great teacher. You can tell he knows what he's talking about and he's really good at staying un-biased/not letting his political views affect his teaching. Not too heavy of a workload, the tests and blog posts are very manageable if you put in the time to prepare. I would take this class again, definitely recommend!"
19,5.0,1.0,2,0,"Professor Ryan is a really chill dude and while you don't have to go to class, it will affect your participation grade. He doesn't like tests and as such the few he does give are easy and the class is geared mainly toward learning how to do things rather than learning a bunch of random information. Class was loaded with group projects though. "
20,3.5,3.0,0,0,"He's a nice guy, fair grader, wants the best for you. Really into the blogs which is the better alternative than the NYT thing with Conover. He doesn't get visibly annoyed, although you can tell he's not happy when half the class doesn't show. (Attendance wasn't necessarily mandatory) You get what you put into the class. Take notes."
1,5.0,3.0,0,0,"Dr. Sathy is an awesome professor! She cares about her students and makes an effort to see that everyone is on the same page. I wasn't a huge fan of stats at the beginning of the semester, but I grew to love it. She's lenient with the way the class is taught and tries her best to appeal to different learning styles. She's a gem, highly recommend :)"
2,5.0,3.0,0,0,"I have never taken a stats class before, so I was super nervous coming into this class. Watch her videos before class and do the WS before exams and you are golden. Prior to covid, she was really funny in class. She was also aware of everyone's situations bc of covid. I wish I could take another class with her. 10/10 definitely recommend!"
3,5.0,2.0,0,0,"She's such a queen. She really cares about us and was so accommodating with the pandemic. I took AP Stats in high school, but I thought this class was super easy as long as you take the video notes and participate in class. Recitation is kind of pointless, but since its a 4-hour class she doesn't have a choice. Take this class she's the best!!!!!!!"
4,1.0,1.0,0,0,"Dr. Sathy clearly cares about her students, but often spends too much time making sure you know that. She wastes a lot of class time talking about things that aren't related to stats at all. I also don't feel she understands the material because I took AP stats in high school and learned way more from my high school teacher than I have her."
5,5.0,4.0,0,0,"Dr. Sathy is a gem of a professor. She validates the busy schedule of her students and provides so many resources to do well. Instead of readings, you can watch her videos showing the material, you're expected to do this before class. The homework given is reasonable and serves to help you prepare for exams."
6,5.0,3.0,0,0,One of the best professors I have had. So caring and understanding of students. She teaches the material so well and makes it possible for you to succeed in this course.
7,4.0,3.0,0,0,"Dr. Sathy is an amazing person who loves her students more than anything and really wants them to succeed. She simplifies the material during lecture, but the exams don't exactly reflect that. The exams have trick questions. The course resources are pretty disorganized which makes it overwhelming."
8,5.0,2.0,0,0,"Sathy is the best prof I have ever had. She is so kind and has multiple opportunities to receive help outside of class. She actually wanted every student in her class to succeed. Tests and assignments were fair. Learned material by watching videos before class, but they were helpful. She went over confusing material in lecture. Amazing professor."
9,4.0,3.0,0,0,"She makes her own instructional videos that you're required to watch before class. I thought her questions weren't always optimally-worded, but overall, she's a lot better than other professors and is pretty nice."
